transientid,volunteer_1,volunteer_2,volunteer_3,volunteer_4,volunteer_5,volunteer_6,volunteer_7,volunteer_8,volunteer_9,volunteer_10,label
224143,1,1,1,1,1,1,1,1,1,1,1
224212,0,0,0,0,0,0,0,0,0,0,0
224242,1,1,1,1,1,1,1,1,1,1,1
227464,1,1,1,1,1,1,1,1,1,1,1
227518,1,1,1,1,1,1,1,1,1,1,1
227526,1,1,1,1,1,1,1,1,1,0,1
227567,1,1,1,1,1,1,1,1,1,1,1
227632,1,1,1,1,1,1,1,1,1,1,1
227643,1,1,1,1,1,1,1,1,1,1,1
227676,1,1,1,1,1,1,1,1,1,0,1
227688,1,1,1,1,1,1,1,1,1,1,1
228725,0,0,0,0,0,1,0,0,0,0,0
228828,0,0,0,0,0,0,0,0,0,0,0
228855,0,0,0,0,0,0,0,0,0,0,0
228882,0,0,0,0,0,1,0,0,0,0,0
228967,0,0,0,0,0,0,0,0,0,0,0
229048,0,0,0,0,0,0,0,0,0,0,0
230922,0,0,0,0,0,0,0,0,0,0,0
230945,0,0,0,0,0,0,0,0,0,0,0
230987,0,0,0,0,0,0,0,0,0,0,0
230988,0,0,0,0,0,0,0,0,0,0,0
231005,0,0,0,0,0,0,0,0,0,0,0
231055,0,0,0,0,0,0,0,0,0,0,0
231070,0,0,0,0,0,0,0,0,0,0,0
231119,0,0,0,0,0,0,0,0,0,0,0
233051,0,0,0,0,0,0,0,0,0,0,0
233159,0,0,0,0,0,0,0,0,0,0,0
233184,0,0,0,0,0,0,0,0,0,0,0
235174,0,0,0,0,0,0,0,0,0,0,0
235221,0,0,0,0,0,0,0,0,0,0,0
235234,0,0,0,0,0,0,0,0,0,0,0
235258,0,0,0,0,0,0,0,0,0,0,0
235297,0,0,0,0,0,0,0,0,0,0,0
235318,0,0,0,0,0,0,0,0,0,0,0
236348,0,0,0,0,0,1,0,0,0,0,0
239222,0,0,0,0,0,0,0,0,0,0,0
239300,1,1,1,1,1,1,1,1,1,0,1
239312,0,0,0,0,0,0,0,0,0,0,0
239333,0,0,0,0,0,0,0,0,0,0,0
239401,0,0,0,0,0,0,0,0,0,0,0
239433,1,1,1,1,1,1,1,1,1,1,1
239464,1,1,1,1,1,1,0,1,1,1,1
239469,1,1,1,1,1,1,1,1,1,0,1
239536,0,0,0,0,0,0,0,0,0,0,0
239546,1,1,1,1,1,1,0,1,1,1,1
239556,0,0,0,0,0,0,0,0,0,0,0
239625,0,0,0,0,0,0,0,0,0,0,0
239640,1,1,1,1,1,1,1,1,1,1,1
239700,1,1,1,1,1,1,1,1,1,1,1
239703,0,0,0,0,0,0,0,0,0,0,0
239722,0,0,0,0,0,0,0,0,0,0,0
239723,1,1,1,1,1,1,1,1,1,0,1
239738,1,1,1,1,1,1,1,1,1,1,1
239799,1,1,1,1,1,1,1,1,1,0,1
239801,1,1,1,1,1,1,1,1,1,1,1
239861,1,1,1,1,1,1,1,1,1,1,1
239885,1,1,1,1,1,1,1,1,1,1,1
239916,1,1,1,1,1,1,1,1,1,0,1
239952,1,1,1,1,1,1,1,1,1,1,1
240059,1,1,1,1,1,1,1,1,1,0,1
240093,1,1,1,1,1,1,1,1,1,1,1
240192,1,1,1,1,0,1,1,1,1,0,1
240215,0,0,0,0,0,0,0,0,0,0,0
240223,0,0,0,1,0,1,0,0,0,0,0
240225,0,0,0,0,0,0,0,0,0,0,0
240499,0,0,0,0,0,0,0,0,0,0,0
240534,1,1,1,1,1,1,1,1,1,0,1
240540,1,1,1,1,1,1,1,1,1,0,1
240548,0,0,0,0,0,1,0,0,0,0,0
243394,0,0,0,0,0,0,0,0,0,0,0
243448,0,0,0,0,0,0,0,0,0,0,0
243454,1,1,1,1,1,1,1,1,1,0,1
243519,1,1,1,1,1,1,1,1,1,1,1
243554,1,1,1,1,1,1,1,1,1,1,1
243557,0,0,0,0,0,0,0,0,0,0,0
243594,0,0,0,0,0,0,0,0,0,0,0
243621,1,1,1,1,1,1,1,1,1,0,1
243668,0,0,0,0,0,0,0,0,0,0,0
243721,1,1,1,1,1,1,1,1,1,0,1
243742,1,1,1,1,1,1,1,1,1,1,1
243784,0,0,0,0,1,1,0,0,0,0,0
243785,0,0,0,0,0,0,0,0,0,0,0
243854,1,1,1,1,1,1,1,1,1,1,1
243857,1,1,1,1,1,1,1,1,1,1,1
243893,0,0,0,0,0,0,0,0,0,0,0
244010,1,1,1,1,1,1,1,1,1,0,1
244040,0,0,0,0,0,0,0,0,0,0,0
244108,1,1,1,1,1,1,1,1,1,0,1
244243,1,1,1,1,1,1,1,1,1,1,1
244338,1,1,1,1,1,1,1,1,1,0,1
244548,1,1,1,1,1,1,0,1,1,0,1
244593,1,1,1,1,1,1,1,1,1,1,1
244606,1,1,1,1,1,1,0,1,1,0,1
247606,0,0,0,0,0,0,0,0,0,0,0
247639,1,1,1,1,1,1,1,1,1,1,1
247686,1,1,1,1,1,1,1,1,1,0,1
247701,0,0,0,0,0,0,0,0,0,0,0
247717,0,0,0,0,0,0,0,0,0,0,0
247979,1,1,1,1,1,1,1,1,1,1,1
248007,1,1,1,1,1,1,1,1,1,1,1
248010,0,0,0,0,0,1,0,0,0,0,0
248032,1,1,1,1,1,1,1,1,1,1,1
248119,0,0,0,0,0,0,0,0,0,0,0
248172,0,0,0,0,0,1,0,0,0,0,0
248263,0,0,0,0,0,1,0,0,0,0,0
248341,1,1,1,1,0,1,0,1,0,0,1
248368,1,1,1,1,1,1,1,1,1,0,1
248399,1,1,1,1,1,1,1,1,1,1,1
248410,0,0,0,0,0,0,0,0,0,0,0
248452,1,1,1,1,1,1,1,1,1,1,1
248554,1,1,1,1,0,1,1,1,0,0,1
248713,0,0,0,1,0,1,0,0,0,0,0
250649,1,1,1,1,1,1,1,1,1,0,1
250729,1,1,1,1,1,1,1,1,1,0,1
250830,0,0,0,0,0,0,0,0,0,0,0
250855,0,0,0,0,0,0,0,0,0,0,0
250863,1,1,1,1,1,0,1,1,0,0,1
250878,1,1,1,1,1,1,1,1,1,1,1
250993,1,1,1,1,1,0,1,1,0,0,1
251008,1,1,1,1,1,1,1,1,1,1,1
251092,0,1,1,1,1,1,1,0,0,0,1
251125,1,1,1,1,1,1,1,1,1,0,1
251140,1,1,1,1,1,1,0,1,1,0,1
252254,1,1,1,1,0,1,0,1,1,0,1
252314,0,0,0,0,0,0,0,0,0,0,0
253660,0,0,0,0,0,0,0,0,0,0,0
253773,0,0,0,0,0,0,0,0,0,0,0
254042,1,1,1,1,1,1,1,1,0,0,1
254076,0,0,0,0,0,0,0,0,0,0,0
255013,0,0,0,0,0,0,0,0,0,0,0
255128,0,0,0,0,0,0,0,0,0,0,0
255148,0,0,0,0,0,0,0,0,0,0,0
255150,0,0,0,0,0,0,0,0,0,0,0
255271,0,0,0,0,0,0,0,0,0,0,0
255311,0,0,0,0,0,0,0,0,0,0,0
256561,1,1,1,1,1,1,1,1,1,1,1
257586,0,0,0,0,0,0,0,0,0,0,0
257688,0,0,0,0,0,0,0,0,0,0,0
257799,0,0,0,0,0,0,0,0,0,0,0
259115,1,1,1,1,1,1,1,1,1,1,1
259272,1,1,1,1,1,1,1,1,1,1,1
260152,0,0,0,0,0,0,0,0,0,0,0
260252,0,0,0,0,0,0,0,0,0,0,0
260293,0,0,0,0,0,0,0,0,0,0,0
260474,0,0,0,0,0,0,0,0,0,0,0
261478,0,0,0,0,0,1,0,0,0,0,0
262534,0,0,0,0,0,0,0,0,0,0,0
262538,0,0,0,0,0,0,0,0,0,0,0
262546,0,0,0,0,0,0,0,0,0,0,0
262656,0,0,0,0,0,0,0,0,0,0,0
262674,0,0,0,0,0,0,0,0,0,0,0
264469,1,0,1,1,1,1,1,1,1,0,1
264537,1,1,1,1,1,1,1,1,1,1,1
264808,1,1,1,0,1,1,1,1,1,0,1
264922,1,1,1,0,1,1,1,1,0,0,1
265469,1,1,1,1,1,1,1,1,1,1,1
265651,0,0,0,0,0,1,0,0,0,0,0
266212,1,1,1,1,1,1,1,1,1,1,1
266224,1,1,1,1,1,1,1,1,1,1,1
266325,1,1,1,1,1,1,1,1,1,1,1
266430,1,1,1,1,1,1,1,1,1,1,1
266437,1,1,1,1,1,1,1,1,1,1,1
266646,1,1,1,1,1,1,1,1,1,0,1
267639,1,1,1,1,1,1,1,1,1,0,1
267710,1,1,1,1,1,1,1,1,1,0,1
268012,1,1,1,1,1,1,1,1,1,0,1
274069,0,0,0,0,0,1,0,0,0,0,0
274120,0,0,0,0,0,1,0,0,0,0,0
274465,1,1,1,1,1,1,1,1,1,1,1
281931,0,0,0,0,0,0,0,0,0,0,0
282073,0,0,0,0,0,0,0,0,0,0,0
282093,0,0,0,0,0,0,0,0,0,0,0
282229,1,1,1,1,1,1,1,1,1,0,1
282297,0,0,0,0,0,0,0,0,0,0,0
282400,0,0,0,0,0,0,0,0,0,0,0
282497,1,1,1,1,1,1,1,1,1,0,1
283125,1,1,1,1,1,1,1,1,1,1,1
283173,0,0,0,0,0,0,0,0,0,0,0
284692,0,0,0,0,0,0,0,0,0,0,0
284712,0,0,0,0,0,1,0,0,0,0,0
294064,0,0,0,0,0,0,0,0,0,0,0
294186,0,0,0,0,0,0,0,0,0,0,0
296141,0,0,0,0,0,0,0,0,0,0,0
296430,1,0,1,1,1,1,1,0,1,0,1
296528,0,0,0,0,0,0,0,0,0,0,0
296566,0,0,0,0,0,0,0,0,0,0,0
296639,1,1,1,1,1,1,1,1,1,1,1
296746,0,0,1,0,1,1,0,0,0,0,0
297102,0,0,0,0,0,0,0,0,0,0,0
297149,1,1,1,1,1,1,1,1,1,1,1
299918,0,0,0,1,0,1,0,0,0,0,0
299922,0,0,0,0,0,0,0,0,0,0,0
299941,1,1,1,1,1,1,1,1,0,0,1
299962,0,0,0,0,1,1,0,0,0,1,0
300075,0,0,0,0,0,0,0,0,0,0,0
300091,0,0,0,0,0,0,0,0,0,0,0
300580,0,0,0,0,0,0,0,0,0,0,0
303504,0,0,0,0,0,0,0,0,0,0,0
303601,1,1,1,1,1,1,1,1,1,0,1
303649,1,1,1,1,1,1,1,1,1,0,1
304005,1,0,0,0,0,0,0,0,0,0,0
304011,0,0,0,0,0,1,0,0,0,0,0
304040,0,0,0,0,0,0,0,0,0,0,0
305328,0,0,0,0,0,0,0,0,0,0,0
305334,0,0,0,0,0,0,0,0,0,0,0
305340,0,0,0,0,0,0,0,0,0,0,0
305357,0,0,0,0,0,0,0,0,0,0,0
305377,0,0,0,0,0,0,0,0,0,0,0
305388,0,0,0,0,0,0,0,0,0,0,0
305444,1,1,1,1,1,1,1,1,1,0,1
305467,1,1,1,1,1,1,1,1,1,1,1
306099,0,0,0,0,0,0,0,0,0,0,0
308875,0,0,0,0,0,1,1,1,0,0,0
310209,0,0,0,0,0,1,0,0,0,0,0
310650,1,1,1,1,1,1,1,1,0,0,1
310724,1,1,1,1,1,1,1,0,1,1,1
314968,0,1,1,1,1,1,1,1,0,0,1
315208,1,1,1,1,1,1,1,1,1,1,1
319549,0,0,0,0,1,1,0,0,0,0,0
319921,1,1,1,1,1,1,1,1,1,1,1
320488,1,1,1,1,1,1,1,1,1,0,1
320837,1,1,1,1,1,1,1,1,1,1,1
320843,0,0,0,0,0,1,0,0,0,0,0
320860,1,1,1,1,1,1,1,1,1,0,1
320961,0,0,0,0,0,0,0,0,0,0,0
320963,0,0,0,0,0,0,0,0,0,0,0
320964,0,0,0,0,0,0,0,0,0,0,0
321194,0,0,0,0,0,1,1,1,0,0,0
321634,0,0,0,0,0,0,0,0,0,0,0
323020,1,1,1,1,1,1,1,1,1,0,1
324814,1,1,1,1,1,1,1,1,1,1,1
324838,0,0,0,0,0,1,0,0,0,0,0
325256,1,1,1,1,1,1,1,0,1,1,1
332165,0,0,0,0,0,0,0,0,0,0,0
332775,0,0,0,0,0,1,0,0,0,0,0
335255,0,1,0,0,0,1,0,0,0,0,0
348868,1,1,1,1,1,1,1,1,1,0,1
349507,0,1,1,1,1,1,1,0,0,0,1
350003,0,0,0,0,0,0,0,0,0,0,0
350007,0,0,0,0,0,0,0,0,0,0,0
350012,1,1,1,1,1,1,1,1,0,0,1
350154,1,1,1,1,1,1,1,1,1,1,1
350714,0,0,0,0,0,0,0,0,0,0,0
350715,0,0,1,0,0,0,0,0,0,0,0
350776,1,1,1,1,1,1,1,1,1,0,1
350860,1,1,1,1,1,1,1,1,1,1,1
351176,1,1,1,1,1,1,1,1,1,1,1
351285,0,0,0,0,0,0,0,0,0,0,0
351938,1,1,1,1,1,1,1,1,1,1,1
351941,1,1,1,1,1,1,1,1,1,1,1
351953,1,1,1,1,1,1,1,1,1,1,1
353041,1,1,1,1,1,1,1,1,1,0,1
353048,1,1,1,1,1,1,1,1,1,0,1
353050,1,1,1,1,1,1,1,1,1,1,1
354202,0,0,0,0,0,1,0,0,0,0,0
354608,0,0,0,0,0,0,0,0,0,0,0
355611,0,0,1,1,0,1,1,1,0,0,1
355645,0,1,1,1,0,1,1,1,1,0,1
356131,0,0,0,0,0,0,0,0,0,0,0
356685,1,1,1,1,1,1,1,1,1,1,1
356695,0,1,1,1,1,1,1,1,1,1,1
356721,1,1,1,1,1,1,1,1,1,0,1
356824,1,1,1,1,1,1,1,1,1,1,1
359028,0,0,0,0,0,1,0,0,0,0,0
359060,0,0,0,0,0,1,0,0,0,0,0
360251,1,1,1,1,1,1,1,1,0,0,1
360347,0,0,0,0,0,1,0,0,0,0,0
360354,0,0,0,0,0,1,0,0,0,0,0
361530,0,0,0,0,0,0,0,0,0,0,0
361550,0,0,0,0,0,0,0,0,0,0,0
361649,0,0,0,0,0,0,0,0,0,0,0
362976,0,0,0,1,0,1,0,1,0,0,0
363608,0,0,0,0,0,0,0,0,0,0,0
366826,0,0,0,1,0,1,1,1,1,0,1
366844,0,0,0,0,0,1,0,0,0,0,0
367188,0,0,0,0,0,0,0,0,0,0,0
367233,0,0,0,0,0,0,0,0,0,0,0
367253,0,0,0,0,0,0,0,0,0,0,0
367618,0,0,0,0,0,1,0,0,0,0,0
367643,0,0,0,0,0,0,0,0,0,0,0
367649,0,0,0,0,0,0,0,0,0,0,0
367711,0,0,0,0,0,0,0,0,0,0,0
371423,1,1,1,1,1,1,1,1,1,0,1
371424,1,1,1,1,1,1,1,1,1,1,1
371605,1,1,1,1,1,1,1,1,1,0,1
371663,1,1,1,1,1,1,1,1,1,0,1
371676,0,1,0,0,1,0,1,0,0,0,0
373893,0,0,0,0,0,1,0,0,0,0,0
375455,0,0,0,1,0,1,0,0,0,0,0
375499,0,0,0,0,0,0,0,0,0,0,0
375524,0,1,1,1,1,1,1,1,0,0,1
375545,1,1,1,1,1,1,1,1,1,0,1
375588,0,0,0,0,0,1,0,0,0,0,0
375597,1,1,1,1,1,1,1,1,1,1,1
375605,1,1,1,1,1,1,1,1,1,0,1
378469,0,1,1,1,1,1,1,1,0,0,1
378553,0,1,1,1,1,1,1,1,1,1,1
378555,0,1,1,1,1,1,1,1,1,0,1
378557,0,1,1,1,1,1,1,1,1,0,1
378558,0,1,1,1,1,1,1,1,1,0,1
378571,0,1,1,1,1,1,1,1,1,1,1
378636,0,1,1,1,1,1,1,1,1,1,1
378698,0,1,1,1,1,1,1,1,1,0,1
378710,0,1,1,1,1,1,1,1,1,0,1
379390,0,1,1,1,1,1,1,1,1,0,1
379400,0,0,0,0,0,0,0,0,0,0,0
380208,0,1,1,1,1,1,1,1,1,0,1
380965,0,1,1,1,1,1,1,1,1,0,1
380966,0,1,1,1,1,1,1,1,1,1,1
381037,0,1,1,1,1,1,1,1,1,0,1
381416,0,1,1,1,1,1,1,1,1,0,1
381531,0,0,0,0,0,0,1,0,0,0,0
381886,1,1,1,1,1,1,1,1,1,1,1
381899,0,0,0,0,0,0,0,0,0,0,0
382816,0,0,0,0,0,0,0,0,0,0,0
383084,0,0,0,0,0,1,0,0,0,0,0
383115,1,1,1,1,1,1,1,1,1,1,1
383159,0,0,0,0,0,0,0,0,0,0,0
383188,1,1,1,1,1,1,1,0,0,0,1
383250,0,0,0,0,0,1,0,0,0,0,0
386111,0,1,1,0,0,1,0,1,0,0,0
386141,1,1,1,1,1,1,1,1,1,0,1
386185,1,1,1,1,1,1,1,1,1,0,1
386229,1,1,1,1,1,1,1,1,1,0,1
386230,1,1,1,1,1,1,1,1,1,1,1
386234,1,1,1,1,1,1,1,1,1,1,1
386267,0,0,0,0,0,1,0,0,0,0,0
392847,1,1,1,1,1,1,1,1,1,1,1
392856,1,1,1,1,1,1,1,1,1,1,1
392857,1,1,1,1,1,1,1,1,1,1,1
392982,1,1,1,1,1,1,1,1,1,0,1
393299,1,1,1,1,1,1,1,1,1,0,1
393788,1,1,1,1,1,1,1,1,1,1,1
394049,0,0,0,0,0,0,0,0,0,0,0
394415,1,1,1,1,1,1,1,1,1,0,1
394435,1,1,1,1,1,1,1,1,1,0,1
394672,0,0,0,0,0,0,0,0,0,0,0
394957,1,1,1,1,1,1,1,1,1,1,1
394965,1,1,1,1,1,1,1,1,1,1,1
394973,1,1,1,1,1,1,1,1,1,1,1
395077,0,1,1,1,1,1,1,1,1,0,1
395104,0,0,0,0,0,0,0,0,0,0,0
395279,0,0,0,0,0,0,0,0,0,0,0
395660,1,1,1,1,1,1,1,1,1,0,1
395713,0,0,0,0,0,0,0,0,0,0,0
396279,1,1,1,1,1,1,1,1,1,0,1
396372,0,1,1,1,1,1,1,1,1,0,1
396512,1,1,1,1,1,1,1,1,1,1,1
396936,1,1,1,1,1,1,1,1,1,0,1
397204,1,1,1,1,1,1,1,1,1,1,1
397916,0,0,0,0,0,1,0,0,0,0,0
398316,1,1,1,1,1,1,1,1,1,0,1
398381,0,0,0,0,0,1,0,0,0,0,0
398514,0,1,1,1,1,1,1,1,1,0,1
399089,1,1,1,1,1,1,1,1,1,1,1
399700,0,0,0,0,0,1,0,0,0,0,0
399713,1,1,1,1,1,1,1,1,1,1,1
399826,0,1,1,1,1,1,1,1,1,1,1
400206,1,1,1,1,1,1,1,1,1,0,1
400972,1,0,1,1,1,1,1,1,1,0,1
401044,0,0,0,0,0,1,0,0,0,0,0
401066,1,1,1,1,1,1,1,1,1,1,1
401111,0,0,0,0,0,0,0,0,0,0,0
401582,1,1,1,1,1,1,1,1,1,0,1
402208,1,1,1,1,1,1,1,1,1,0,1
402228,0,1,1,1,1,1,1,1,1,1,1
402258,0,0,0,0,0,0,0,0,0,0,0
402896,0,0,1,1,1,1,1,1,1,0,1
402898,1,1,1,1,1,1,1,1,1,1,1
402950,0,0,0,0,0,1,0,0,0,0,0
403104,1,1,1,1,1,1,1,1,1,1,1
403142,0,0,1,1,1,1,1,1,1,0,1
403655,0,1,1,1,1,1,1,1,1,0,1
403814,1,1,1,1,1,1,1,1,1,0,1
404313,1,1,1,1,1,1,1,1,1,1,1
404745,1,1,1,1,1,1,1,1,1,1,1
404987,0,1,1,1,1,1,1,1,1,0,1
405424,0,0,0,0,0,1,0,0,0,0,0
405486,0,0,0,0,0,1,0,0,0,0,0
405767,0,0,0,0,0,0,0,0,0,0,0
406006,0,0,0,0,0,0,0,0,0,0,0
406010,0,0,0,0,0,0,0,0,0,0,0
406037,0,0,0,0,0,0,0,0,0,0,0
406042,0,0,0,0,0,0,0,0,0,0,0
406044,1,1,1,1,1,1,1,1,1,1,1
406063,0,0,0,0,0,0,0,0,0,0,0
406068,0,0,0,0,0,0,0,0,0,0,0
406198,0,0,0,0,0,1,0,0,0,0,0
406221,1,1,1,1,1,1,1,1,1,1,1
406238,0,0,0,0,0,0,0,0,0,0,0
406579,0,0,0,0,0,0,0,0,0,0,0
406699,0,0,0,1,0,1,1,0,0,0,0
406740,0,0,0,0,0,0,0,0,0,0,0
406741,0,0,0,0,0,1,0,0,0,0,0
406865,0,0,0,1,0,1,1,0,1,0,0
406874,0,0,0,0,0,0,0,0,0,0,0
406880,0,0,0,0,0,0,0,0,0,0,0
406903,0,0,0,0,0,0,0,0,0,0,0
407000,0,0,0,0,0,1,0,0,0,0,0
407044,0,0,0,0,0,0,0,0,0,0,0
407045,0,0,0,0,0,0,0,0,0,0,0
407231,0,0,1,0,0,1,0,0,0,0,0
407379,0,0,0,0,0,0,0,0,0,0,0
407384,0,0,0,0,0,0,0,0,0,0,0
407777,0,0,0,0,0,0,0,0,0,0,0
407822,0,0,0,0,0,0,0,0,0,0,0
407919,0,0,0,0,0,1,0,0,0,0,0
407934,0,0,0,0,0,0,0,0,0,0,0
408065,0,0,1,0,0,0,0,0,0,0,0
408113,0,0,0,0,0,0,0,0,0,0,0
408154,0,0,0,0,0,0,0,0,0,0,0
408241,0,0,0,0,0,0,0,0,0,0,0
408245,1,1,1,1,1,1,1,1,1,1,1
408275,0,0,0,0,0,0,0,0,0,0,0
408309,0,0,0,0,0,1,0,0,0,0,0
408328,0,0,0,0,0,0,0,0,0,0,0
408564,0,1,1,1,1,1,1,1,1,0,1
408586,0,0,0,0,0,0,0,0,0,0,0
408639,0,0,0,0,0,0,0,0,0,0,0
408954,0,0,0,0,0,0,0,0,0,0,0
409314,0,0,0,0,0,0,0,0,0,0,0
409402,0,0,0,0,0,0,0,0,0,0,0
409504,0,0,0,0,0,0,0,0,0,0,0
409562,0,0,0,0,0,0,0,0,0,0,0
409638,0,0,1,0,0,1,1,0,0,0,0
409776,0,0,0,0,0,1,0,0,0,0,0
409835,0,0,0,0,0,1,0,0,0,0,0
409986,0,0,0,1,0,1,1,1,1,0,1
410176,0,0,0,0,0,1,0,0,0,0,0
410203,0,0,0,0,0,0,0,0,0,0,0
410551,0,0,0,0,0,0,0,0,0,0,0
410572,0,0,0,0,0,0,0,0,0,0,0
410600,0,0,0,0,0,0,0,0,0,0,0
410643,0,0,0,0,0,0,0,0,0,0,0
410660,0,0,0,0,0,0,0,0,0,0,0
410957,0,0,0,1,0,1,0,0,0,0,0
410960,0,0,0,0,0,0,0,0,0,0,0
410978,1,1,1,1,1,1,1,1,1,0,1
411137,0,0,0,0,0,0,0,0,0,0,0
411154,0,0,0,0,0,0,0,0,0,0,0
411192,0,0,0,0,0,0,0,0,0,0,0
411198,0,0,0,0,0,0,0,0,0,0,0
411231,0,0,0,0,0,1,0,0,0,0,0
411272,0,0,1,1,0,1,1,1,1,0,1
411350,0,0,0,0,0,0,0,0,0,0,0
411478,0,0,0,0,0,0,0,0,0,0,0
411508,0,0,0,0,0,0,0,0,0,0,0
411516,0,0,0,0,0,0,0,0,0,0,0
411798,0,0,0,0,0,0,0,0,0,0,0
411945,0,0,0,0,0,1,0,0,0,0,0
412056,0,0,0,0,0,1,0,0,0,0,0
412093,1,1,1,1,1,1,1,1,1,1,1
412117,0,0,0,0,0,0,0,0,0,0,0
412225,0,0,0,1,0,1,1,0,0,0,0
412244,0,1,1,1,1,1,1,1,1,0,1
412271,0,0,0,0,0,1,0,0,0,0,0
412330,0,0,0,0,0,0,0,0,0,0,0
412668,0,1,1,1,1,1,1,1,0,0,1
412690,0,0,0,0,0,1,0,0,0,0,0
412726,0,0,0,0,0,0,0,0,0,0,0
412736,0,0,0,0,0,0,0,0,0,0,0
412946,0,0,0,0,0,0,0,0,0,0,0
412975,0,0,0,0,0,0,0,0,0,0,0
413048,0,0,0,0,0,0,0,0,0,0,0
413111,1,1,1,1,1,1,1,1,1,1,1
413132,0,0,0,0,0,1,0,0,0,0,0
413147,0,0,0,0,0,0,0,0,0,0,0
413262,0,0,1,0,0,1,1,1,0,0,0
413276,0,0,0,0,0,0,0,0,0,0,0
413278,0,0,0,0,0,1,0,0,0,0,0
413404,0,1,1,0,0,1,1,1,0,0,1
413423,0,0,0,0,0,1,0,0,0,0,0
413435,1,1,1,1,1,1,1,1,1,1,1
413456,0,0,0,0,0,0,0,0,0,0,0
413519,0,0,0,0,0,0,0,0,0,0,0
413627,1,1,1,1,0,1,1,1,1,1,1
413634,0,0,0,0,0,1,0,0,0,0,0
413641,0,0,0,0,0,0,0,0,0,0,0
413747,0,1,1,0,0,1,1,0,1,0,1
413780,0,0,0,0,0,0,0,0,0,0,0
413815,0,0,0,0,0,0,0,0,0,0,0
414322,0,0,0,0,0,0,0,0,0,0,0
414390,0,0,0,0,0,0,0,0,0,0,0
414515,0,1,1,0,0,1,1,1,1,0,1
414554,0,0,0,0,0,0,0,0,0,0,0
414556,0,0,0,0,0,1,0,0,0,0,0
414924,0,0,0,0,0,0,0,0,0,0,0
414926,0,0,0,0,0,0,0,0,0,0,0
415002,0,1,1,0,0,1,1,1,1,0,1
415069,0,0,0,0,0,1,0,0,0,0,0
415072,0,0,0,0,0,1,0,0,0,0,0
415168,0,0,0,0,0,1,1,0,0,0,0
415549,0,0,1,0,0,1,1,1,0,0,0
415553,0,0,0,0,0,1,0,0,0,0,0
415583,1,1,1,0,0,1,1,1,1,0,1
415608,0,0,0,0,1,0,0,0,0,0,0
415714,0,0,0,0,0,0,0,0,0,0,0
415767,0,0,0,0,0,0,0,0,0,0,0
415836,0,0,0,0,1,0,0,0,0,0,0
415852,0,0,0,0,1,0,0,0,0,0,0
415919,0,0,0,0,0,0,0,0,0,0,0
415931,0,0,0,0,0,0,0,0,0,0,0
415936,0,0,0,0,0,0,0,0,0,0,0
416019,0,0,0,0,1,0,0,0,0,0,0
416024,0,0,0,0,1,0,0,0,0,0,0
416067,0,0,0,0,0,0,0,0,0,0,0
416328,0,0,0,0,0,0,0,0,0,0,0
416357,0,0,0,0,1,0,0,0,0,0,0
416473,0,0,0,0,1,0,0,0,0,0,0
416505,1,1,1,1,1,1,1,1,1,1,1
416507,0,0,0,0,0,0,0,0,0,0,0
416580,0,0,0,0,0,0,0,0,0,0,0
416641,0,0,0,0,1,0,0,0,0,0,0
416661,0,0,0,0,0,0,0,0,0,0,0
416729,0,0,0,0,0,0,0,0,0,0,0
416998,0,0,0,0,1,0,0,0,0,0,0
417000,0,0,0,0,0,0,0,0,0,0,0
417022,1,1,1,1,1,1,1,1,1,0,1
417178,0,0,0,0,0,0,0,0,0,0,0
417237,0,0,0,0,0,0,0,0,0,0,0
417281,0,0,0,0,0,0,0,0,0,0,0
417283,0,0,0,0,0,0,0,0,0,0,0
417306,0,0,0,0,1,0,0,0,0,0,0
417317,1,1,1,1,1,1,1,1,1,0,1
417407,0,0,0,0,0,0,0,0,0,0,0
417788,1,1,1,1,1,1,1,1,1,1,1
417904,0,0,0,0,0,0,0,0,0,0,0
417931,0,0,0,0,0,0,0,0,0,0,0
418001,0,0,0,0,0,0,0,0,0,0,0
418008,0,0,0,0,0,0,0,0,0,0,0
418012,0,0,0,0,0,0,0,0,0,0,0
418033,0,0,0,0,0,0,0,0,0,0,0
418095,0,0,0,0,0,0,0,0,0,0,0
418244,0,0,0,0,0,0,0,0,0,0,0
418250,1,1,1,0,1,1,0,1,1,0,1
418323,0,0,0,0,0,0,0,0,0,0,0
418608,0,0,0,0,0,0,0,0,0,0,0
418632,0,0,0,0,0,0,0,0,0,0,0
418748,0,0,0,0,0,0,0,0,0,0,0
418749,0,0,0,0,0,0,0,0,0,0,0
418891,0,0,0,0,0,0,0,0,0,0,0
418969,0,0,0,0,1,0,0,0,0,0,0
419061,1,1,1,0,1,1,1,1,1,0,1
419135,0,0,0,0,0,0,0,0,0,0,0
419260,0,0,0,0,0,0,0,0,0,0,0
419468,0,0,0,0,0,0,0,0,0,0,0
419481,0,0,0,0,0,0,0,0,0,0,0
419758,0,0,0,0,0,0,0,0,0,0,0
420105,0,0,0,0,1,0,0,0,0,0,0
420112,0,0,0,0,0,0,0,0,0,0,0
420117,1,1,1,0,1,1,1,1,1,0,1
420118,0,0,0,0,0,0,0,0,0,0,0
420128,1,1,1,1,1,1,1,1,1,0,1
420368,0,0,0,0,1,0,0,0,0,0,0
420384,0,0,0,0,0,0,0,0,0,0,0
420397,0,0,0,0,0,0,0,0,0,0,0
